Unnamed: 0,count,company,tod,used,old_date,date
64,2083,birdla,  3:29:29,19,1/12/2020 3:30,1/12/2020 3:30
64,515,birdsm,  3:29:29,1,1/12/2020 3:30,1/12/2020 3:30
64,5152,lime,  3:29:26,-10,1/12/2020 3:30,1/12/2020 3:30
64,300,spin,  3:29:29,1,1/12/2020 3:30,1/12/2020 3:30
65,615,wheels,  3:44:22,-4,1/12/2020 3:44,1/12/2020 3:45
65,2085,birdla,  3:44:27,2,1/12/2020 3:45,1/12/2020 3:45
65,518,birdsm,  3:44:27,3,1/12/2020 3:45,1/12/2020 3:45
65,5143,lime,  3:44:25,-9,1/12/2020 3:45,1/12/2020 3:45
65,301,spin,  3:44:28,1,1/12/2020 3:45,1/12/2020 3:45
66,611,wheels,  3:59:20,-4,1/12/2020 3:59,1/12/2020 4:00
66,2096,birdla,  3:59:25,11,1/12/2020 4:00,1/12/2020 4:00
66,517,birdsm,  3:59:26,-1,1/12/2020 4:00,1/12/2020 4:00
66,5132,lime,  3:59:23,-11,1/12/2020 4:00,1/12/2020 4:00
66,299,spin,  3:59:26,-2,1/12/2020 4:00,1/12/2020 4:00
67,612,wheels,  4:15:19,1,1/12/2020 4:15,1/12/2020 4:15
67,2117,birdla,  4:15:24,21,1/12/2020 4:15,1/12/2020 4:15
67,524,birdsm,  4:15:24,7,1/12/2020 4:15,1/12/2020 4:15
67,5120,lime,  4:15:22,-12,1/12/2020 4:15,1/12/2020 4:15
67,298,spin,  4:15:27,-1,1/12/2020 4:15,1/12/2020 4:15
68,606,wheels,  4:29:19,-6,1/12/2020 4:29,1/12/2020 4:30
68,2123,birdla,  4:29:25,6,1/12/2020 4:30,1/12/2020 4:30
68,525,birdsm,  4:29:26,1,1/12/2020 4:30,1/12/2020 4:30
68,5099,lime,  4:29:23,-21,1/12/2020 4:30,1/12/2020 4:30
68,274,spin,  4:29:26,-24,1/12/2020 4:30,1/12/2020 4:30
69,611,wheels,  4:44:19,5,1/12/2020 4:44,1/12/2020 4:45
69,2127,birdla,  4:44:24,4,1/12/2020 4:45,1/12/2020 4:45
69,521,birdsm,  4:44:24,-4,1/12/2020 4:45,1/12/2020 4:45
69,5085,lime,  4:44:22,-14,1/12/2020 4:45,1/12/2020 4:45
69,244,spin,  4:44:25,-30,1/12/2020 4:45,1/12/2020 4:45
70,609,wheels,  4:59:17,-2,1/12/2020 4:59,1/12/2020 5:00
70,2143,birdla,  4:59:23,16,1/12/2020 5:00,1/12/2020 5:00
70,520,birdsm,  4:59:23,-1,1/12/2020 5:00,1/12/2020 5:00
70,5053,lime,  4:59:20,-32,1/12/2020 5:00,1/12/2020 5:00
70,220,spin,  4:59:24,-24,1/12/2020 5:00,1/12/2020 5:00
71,604,wheels,  5:15:16,-5,1/12/2020 5:15,1/12/2020 5:15
71,2149,birdla,  5:15:21,6,1/12/2020 5:15,1/12/2020 5:15
71,513,birdsm,  5:15:22,-7,1/12/2020 5:15,1/12/2020 5:15
71,5038,lime,  5:15:19,-15,1/12/2020 5:15,1/12/2020 5:15
71,194,spin,  5:15:22,-26,1/12/2020 5:15,1/12/2020 5:15
72,605,wheels,  5:29:15,1,1/12/2020 5:29,1/12/2020 5:30
72,2161,birdla,  5:29:21,12,1/12/2020 5:30,1/12/2020 5:30
72,516,birdsm,  5:29:21,3,1/12/2020 5:30,1/12/2020 5:30
72,5025,lime,  5:29:18,-13,1/12/2020 5:30,1/12/2020 5:30
72,174,spin,  5:29:21,-20,1/12/2020 5:30,1/12/2020 5:30
73,605,wheels,  5:44:15,0,1/12/2020 5:44,1/12/2020 5:45
73,2149,birdla,  5:44:19,-12,1/12/2020 5:45,1/12/2020 5:45
73,520,birdsm,  5:44:19,4,1/12/2020 5:45,1/12/2020 5:45
73,5021,lime,  5:44:17,-4,1/12/2020 5:45,1/12/2020 5:45
73,170,spin,  5:44:20,-4,1/12/2020 5:45,1/12/2020 5:45
74,612,wheels,  5:59:13,7,1/12/2020 5:59,1/12/2020 6:00
74,2148,birdla,  5:59:18,-1,1/12/2020 6:00,1/12/2020 6:00
74,525,birdsm,  5:59:18,5,1/12/2020 6:00,1/12/2020 6:00
74,5011,lime,  5:59:16,-10,1/12/2020 6:00,1/12/2020 6:00
74,170,spin,  5:59:18,0,1/12/2020 6:00,1/12/2020 6:00
75,594,wheels,  6:15:11,-18,1/12/2020 6:15,1/12/2020 6:15
75,2077,birdla,  6:15:17,-71,1/12/2020 6:15,1/12/2020 6:15
75,512,birdsm,  6:15:17,-13,1/12/2020 6:15,1/12/2020 6:15
75,5003,lime,  6:15:15,-8,1/12/2020 6:15,1/12/2020 6:15
75,168,spin,  6:15:17,-2,1/12/2020 6:15,1/12/2020 6:15
76,571,wheels,  6:29:10,-23,1/12/2020 6:29,1/12/2020 6:30
76,2069,birdla,  6:29:15,-8,1/12/2020 6:30,1/12/2020 6:30
76,515,birdsm,  6:29:15,3,1/12/2020 6:30,1/12/2020 6:30
76,4982,lime,  6:29:13,-21,1/12/2020 6:30,1/12/2020 6:30
76,169,spin,  6:29:16,1,1/12/2020 6:30,1/12/2020 6:30
77,543,wheels,  6:44:09,-28,1/12/2020 6:44,1/12/2020 6:45
77,2082,birdla,  6:44:13,13,1/12/2020 6:45,1/12/2020 6:45
77,509,birdsm,  6:44:15,-6,1/12/2020 6:45,1/12/2020 6:45
77,4976,lime,  6:44:11,-6,1/12/2020 6:45,1/12/2020 6:45
77,170,spin,  6:44:15,1,1/12/2020 6:45,1/12/2020 6:45
78,529,wheels,  6:59:07,-14,1/12/2020 6:59,1/12/2020 7:00
78,2089,birdla,  6:59:12,7,1/12/2020 7:00,1/12/2020 7:00
78,512,birdsm,  6:59:12,3,1/12/2020 7:00,1/12/2020 7:00
78,4975,lime,  6:59:10,-1,1/12/2020 7:00,1/12/2020 7:00
78,169,spin,  6:59:13,-1,1/12/2020 7:00,1/12/2020 7:00
79,522,wheels,  7:15:06,-7,1/12/2020 7:15,1/12/2020 7:15
79,2116,birdla,  7:15:11,27,1/12/2020 7:15,1/12/2020 7:15
79,516,birdsm,  7:15:11,4,1/12/2020 7:15,1/12/2020 7:15
79,4965,lime,  7:15:09,-10,1/12/2020 7:15,1/12/2020 7:15
79,169,spin,  7:15:12,0,1/12/2020 7:15,1/12/2020 7:15
80,525,wheels,  7:29:05,3,1/12/2020 7:29,1/12/2020 7:30
80,2116,birdla,  7:29:09,0,1/12/2020 7:30,1/12/2020 7:30
80,514,birdsm,  7:29:10,-2,1/12/2020 7:30,1/12/2020 7:30
80,4965,lime,  7:29:08,0,1/12/2020 7:30,1/12/2020 7:30
80,169,spin,  7:29:10,0,1/12/2020 7:30,1/12/2020 7:30
81,533,wheels,  7:44:03,8,1/12/2020 7:44,1/12/2020 7:45
81,2103,birdla,  7:44:08,-13,1/12/2020 7:45,1/12/2020 7:45
81,520,birdsm,  7:44:08,6,1/12/2020 7:45,1/12/2020 7:45
81,4975,lime,  7:44:06,10,1/12/2020 7:45,1/12/2020 7:45
81,169,spin,  7:44:08,0,1/12/2020 7:45,1/12/2020 7:45
82,524,wheels,  7:59:01,-9,1/12/2020 7:59,1/12/2020 8:00
82,2093,birdla,  7:59:06,-10,1/12/2020 8:00,1/12/2020 8:00
82,516,birdsm,  7:59:06,-4,1/12/2020 8:00,1/12/2020 8:00
82,4975,lime,  7:59:04,0,1/12/2020 8:00,1/12/2020 8:00
82,170,spin,  7:59:07,1,1/12/2020 8:00,1/12/2020 8:00
83,524,wheels,  8:15:00,0,1/12/2020 8:15,1/12/2020 8:15
83,2112,birdla,  8:15:05,19,1/12/2020 8:15,1/12/2020 8:15
83,517,birdsm,  8:15:05,1,1/12/2020 8:15,1/12/2020 8:15
83,4967,lime,  8:15:03,-8,1/12/2020 8:15,1/12/2020 8:15
83,170,spin,  8:15:05,0,1/12/2020 8:15,1/12/2020 8:15
84,520,wheels,  8:28:58,-4,1/12/2020 8:28,1/12/2020 8:30
84,2137,birdla,  8:29:03,25,1/12/2020 8:30,1/12/2020 8:30
84,520,birdsm,  8:29:04,3,1/12/2020 8:30,1/12/2020 8:30
84,4971,lime,  8:29:01,4,1/12/2020 8:30,1/12/2020 8:30
84,170,spin,  8:29:04,0,1/12/2020 8:30,1/12/2020 8:30
85,514,wheels,  8:43:58,-6,1/12/2020 8:43,1/12/2020 8:45
85,2136,birdla,  8:44:02,-1,1/12/2020 8:45,1/12/2020 8:45
85,520,birdsm,  8:44:03,0,1/12/2020 8:45,1/12/2020 8:45
85,4971,lime,  8:44:01,0,1/12/2020 8:45,1/12/2020 8:45
85,170,spin,  8:44:03,0,1/12/2020 8:45,1/12/2020 8:45
86,507,wheels,  8:58:56,-7,1/12/2020 8:58,1/12/2020 9:00
86,2134,birdla,  8:59:01,-2,1/12/2020 9:00,1/12/2020 9:00
86,520,birdsm,  8:59:01,0,1/12/2020 9:00,1/12/2020 9:00
86,4971,lime,  8:58:59,0,1/12/2020 9:00,1/12/2020 9:00
86,168,spin,  8:59:01,-2,1/12/2020 9:00,1/12/2020 9:00
87,517,wheels,  9:13:54,10,1/12/2020 9:13,1/12/2020 9:15
87,2141,birdla,  9:13:59,7,1/12/2020 9:15,1/12/2020 9:15
87,520,birdsm,  9:15:00,0,1/12/2020 9:15,1/12/2020 9:15
87,4968,lime,  9:13:57,-3,1/12/2020 9:15,1/12/2020 9:15
87,168,spin,  9:15:00,0,1/12/2020 9:15,1/12/2020 9:15
88,518,wheels,  9:28:53,1,1/12/2020 9:28,1/12/2020 9:30
88,2149,birdla,  9:28:58,8,1/12/2020 9:30,1/12/2020 9:30
88,520,birdsm,  9:28:58,0,1/12/2020 9:30,1/12/2020 9:30
88,4965,lime,  9:28:56,-3,1/12/2020 9:30,1/12/2020 9:30
88,169,spin,  9:28:58,1,1/12/2020 9:30,1/12/2020 9:30
89,520,wheels,  9:43:52,2,1/12/2020 9:43,1/12/2020 9:45
89,2150,birdla,  9:43:58,1,1/12/2020 9:45,1/12/2020 9:45
89,519,birdsm,  9:43:58,-1,1/12/2020 9:45,1/12/2020 9:45
89,4962,lime,  9:43:55,-3,1/12/2020 9:45,1/12/2020 9:45
89,168,spin,  9:43:58,-1,1/12/2020 9:45,1/12/2020 9:45
90,518,wheels,  9:58:51,-2,1/12/2020 9:58,1/12/2020 10:00
90,2154,birdla,  9:58:56,4,1/12/2020 10:00,1/12/2020 10:00
90,517,birdsm,  9:58:57,-2,1/12/2020 10:00,1/12/2020 10:00
90,4976,lime,  9:58:55,14,1/12/2020 10:00,1/12/2020 10:00
90,168,spin,  9:58:57,0,1/12/2020 10:00,1/12/2020 10:00
91,512,wheels,  10:13:50,-6,1/12/2020 10:13,1/12/2020 10:15
91,2155,birdla,  10:13:56,1,1/12/2020 10:15,1/12/2020 10:15
91,517,birdsm,  10:13:56,0,1/12/2020 10:15,1/12/2020 10:15
91,4980,lime,  10:13:53,4,1/12/2020 10:15,1/12/2020 10:15
91,168,spin,  10:13:56,0,1/12/2020 10:15,1/12/2020 10:15
92,507,wheels,  10:28:49,-5,1/12/2020 10:28,1/12/2020 10:30
92,2161,birdla,  10:28:55,6,1/12/2020 10:30,1/12/2020 10:30
92,518,birdsm,  10:28:55,1,1/12/2020 10:30,1/12/2020 10:30
92,4981,lime,  10:28:52,1,1/12/2020 10:30,1/12/2020 10:30
92,168,spin,  10:28:56,0,1/12/2020 10:30,1/12/2020 10:30
93,496,wheels,  10:43:48,-11,1/12/2020 10:43,1/12/2020 10:45
93,2159,birdla,  10:43:54,-2,1/12/2020 10:45,1/12/2020 10:45
93,518,birdsm,  10:43:54,0,1/12/2020 10:45,1/12/2020 10:45
93,4987,lime,  10:43:51,6,1/12/2020 10:45,1/12/2020 10:45
93,168,spin,  10:43:54,0,1/12/2020 10:45,1/12/2020 10:45
94,503,wheels,  10:58:47,7,1/12/2020 10:58,1/12/2020 11:00
94,2161,birdla,  10:58:52,2,1/12/2020 10:59,1/12/2020 11:00
94,514,birdsm,  10:58:52,-4,1/12/2020 11:00,1/12/2020 11:00
94,5004,lime,  10:58:50,17,1/12/2020 11:00,1/12/2020 11:00
94,168,spin,  10:58:53,0,1/12/2020 11:00,1/12/2020 11:00
95,497,wheels,  11:13:45,-6,1/12/2020 11:13,1/12/2020 11:15
95,2169,birdla,  11:13:51,8,1/12/2020 11:15,1/12/2020 11:15
95,510,birdsm,  11:13:51,-4,1/12/2020 11:15,1/12/2020 11:15
95,5043,lime,  11:13:48,39,1/12/2020 11:15,1/12/2020 11:15
95,168,spin,  11:13:51,0,1/12/2020 11:15,1/12/2020 11:15
96,488,wheels,  11:28:44,-9,1/12/2020 11:28,1/12/2020 11:30
96,2175,birdla,  11:28:49,6,1/12/2020 11:29,1/12/2020 11:30
96,509,birdsm,  11:28:50,-1,1/12/2020 11:30,1/12/2020 11:30
96,5057,lime,  11:28:47,14,1/12/2020 11:30,1/12/2020 11:30
96,168,spin,  11:28:50,0,1/12/2020 11:30,1/12/2020 11:30
97,489,wheels,  11:43:43,1,1/12/2020 11:43,1/12/2020 11:45
97,2175,birdla,  11:43:48,0,1/12/2020 11:44,1/12/2020 11:45
97,509,birdsm,  11:43:48,0,1/12/2020 11:45,1/12/2020 11:45
97,5067,lime,  11:43:46,10,1/12/2020 11:45,1/12/2020 11:45
97,168,spin,  11:43:49,0,1/12/2020 11:45,1/12/2020 11:45
98,487,wheels,  11:58:41,-2,1/12/2020 11:58,1/12/2020 12:00
98,2172,birdla,  11:58:47,-3,1/12/2020 11:59,1/12/2020 12:00
98,512,birdsm,  11:58:47,3,1/12/2020 12:00,1/12/2020 12:00
98,5059,lime,  11:58:45,-8,1/12/2020 12:00,1/12/2020 12:00
98,168,spin,  11:58:48,0,1/12/2020 12:00,1/12/2020 12:00
99,485,wheels,  12:13:40,-2,1/12/2020 12:13,1/12/2020 12:15
99,2168,birdla,  12:13:45,-4,1/12/2020 12:15,1/12/2020 12:15
99,509,birdsm,  12:13:45,-3,1/12/2020 12:15,1/12/2020 12:15
99,5060,lime,  12:13:43,1,1/12/2020 12:15,1/12/2020 12:15
99,173,spin,  12:13:46,5,1/12/2020 12:15,1/12/2020 12:15
100,484,wheels,  12:28:39,-1,1/12/2020 12:28,1/12/2020 12:30
100,2170,birdla,  12:28:43,2,1/12/2020 12:29,1/12/2020 12:30
100,507,birdsm,  12:28:44,-2,1/12/2020 12:30,1/12/2020 12:30
100,5065,lime,  12:28:42,5,1/12/2020 12:30,1/12/2020 12:30
100,198,spin,  12:28:44,25,1/12/2020 12:30,1/12/2020 12:30
101,496,wheels,  12:43:37,12,1/12/2020 12:43,1/12/2020 12:45
101,2166,birdla,  12:43:45,-4,1/12/2020 12:44,1/12/2020 12:45
101,508,birdsm,  12:43:47,1,1/12/2020 12:45,1/12/2020 12:45
101,5074,lime,  12:43:40,9,1/12/2020 12:45,1/12/2020 12:45
101,218,spin,  12:43:47,20,1/12/2020 12:45,1/12/2020 12:45
102,513,wheels,  12:58:40,17,1/12/2020 12:58,1/12/2020 13:00
102,2167,birdla,  12:58:45,1,1/12/2020 12:59,1/12/2020 13:00
102,510,birdsm,  12:58:46,2,1/12/2020 13:00,1/12/2020 13:00
102,5078,lime,  12:58:43,4,1/12/2020 13:00,1/12/2020 13:00
102,241,spin,  12:58:46,23,1/12/2020 13:00,1/12/2020 13:00
103,502,wheels,  1:13:39,-11,1/12/2020 13:13,1/12/2020 13:15
103,2173,birdla,  1:13:44,6,1/12/2020 13:15,1/12/2020 13:15
103,512,birdsm,  1:13:44,2,1/12/2020 13:15,1/12/2020 13:15
103,5076,lime,  1:13:42,-2,1/12/2020 13:15,1/12/2020 13:15
103,257,spin,  1:13:44,16,1/12/2020 13:15,1/12/2020 13:15
104,514,wheels,  1:28:37,12,1/12/2020 13:28,1/12/2020 13:30
104,2174,birdla,  1:28:43,1,1/12/2020 13:29,1/12/2020 13:30
104,514,birdsm,  1:28:43,2,1/12/2020 13:30,1/12/2020 13:30
104,5071,lime,  1:28:41,-5,1/12/2020 13:30,1/12/2020 13:30
104,263,spin,  1:28:44,6,1/12/2020 13:30,1/12/2020 13:30
105,526,wheels,  1:43:36,12,1/12/2020 13:43,1/12/2020 13:45
105,2158,birdla,  1:43:42,-16,1/12/2020 13:44,1/12/2020 13:45
105,509,birdsm,  1:43:42,-5,1/12/2020 13:45,1/12/2020 13:45
105,5084,lime,  1:43:39,13,1/12/2020 13:45,1/12/2020 13:45
105,267,spin,  1:43:43,4,1/12/2020 13:45,1/12/2020 13:45
106,531,wheels,  1:58:36,5,1/12/2020 13:58,1/12/2020 14:00
106,2165,birdla,  1:58:42,7,1/12/2020 13:59,1/12/2020 14:00
106,508,birdsm,  1:58:42,-1,1/12/2020 14:00,1/12/2020 14:00
106,5091,lime,  1:58:39,7,1/12/2020 14:00,1/12/2020 14:00
106,271,spin,  1:58:42,4,1/12/2020 14:00,1/12/2020 14:00
107,534,wheels,  2:13:35,3,1/12/2020 14:13,1/12/2020 14:15
107,2178,birdla,  2:13:41,13,1/12/2020 14:15,1/12/2020 14:15
107,510,birdsm,  2:13:41,2,1/12/2020 14:15,1/12/2020 14:15
107,5099,lime,  2:13:38,8,1/12/2020 14:15,1/12/2020 14:15
107,281,spin,  2:13:41,10,1/12/2020 14:15,1/12/2020 14:15
108,533,wheels,  2:28:34,-1,1/12/2020 14:28,1/12/2020 14:30
108,2197,birdla,  2:28:40,19,1/12/2020 14:29,1/12/2020 14:30
108,516,birdsm,  2:28:40,6,1/12/2020 14:30,1/12/2020 14:30
108,5104,lime,  2:28:37,5,1/12/2020 14:30,1/12/2020 14:30
108,287,spin,  2:28:40,6,1/12/2020 14:30,1/12/2020 14:30
109,534,wheels,  2:43:33,1,1/12/2020 14:43,1/12/2020 14:45
109,2196,birdla,  2:43:39,-1,1/12/2020 14:44,1/12/2020 14:45
109,523,birdsm,  2:43:39,7,1/12/2020 14:45,1/12/2020 14:45
109,5119,lime,  2:43:36,15,1/12/2020 14:45,1/12/2020 14:45
109,297,spin,  2:43:39,10,1/12/2020 14:45,1/12/2020 14:45
110,532,wheels,  2:58:32,-2,1/12/2020 14:58,1/12/2020 15:00
110,2195,birdla,  2:58:37,-1,1/12/2020 14:59,1/12/2020 15:00
110,527,birdsm,  2:58:38,4,1/12/2020 15:00,1/12/2020 15:00
110,5116,lime,  2:58:35,-3,1/12/2020 15:00,1/12/2020 15:00
110,297,spin,  2:58:38,0,1/12/2020 15:00,1/12/2020 15:00
111,534,wheels,  3:13:31,2,1/12/2020 15:13,1/12/2020 15:15
111,2188,birdla,  3:13:36,-7,1/12/2020 15:15,1/12/2020 15:15
111,524,birdsm,  3:13:37,-3,1/12/2020 15:15,1/12/2020 15:15
111,5127,lime,  3:13:34,11,1/12/2020 15:15,1/12/2020 15:15
111,297,spin,  3:13:37,0,1/12/2020 15:15,1/12/2020 15:15
112,531,wheels,  3:28:30,-3,1/12/2020 15:28,1/12/2020 15:30
112,2184,birdla,  3:28:35,-4,1/12/2020 15:29,1/12/2020 15:30
112,528,birdsm,  3:28:35,4,1/12/2020 15:30,1/12/2020 15:30
112,5126,lime,  3:28:33,-1,1/12/2020 15:30,1/12/2020 15:30
112,297,spin,  3:28:36,0,1/12/2020 15:30,1/12/2020 15:30
113,536,wheels,  3:43:29,5,1/12/2020 15:43,1/12/2020 15:45
113,2198,birdla,  3:43:34,14,1/12/2020 15:44,1/12/2020 15:45
113,540,birdsm,  3:43:35,12,1/12/2020 15:45,1/12/2020 15:45
113,5125,lime,  3:43:32,-1,1/12/2020 15:45,1/12/2020 15:45
113,297,spin,  3:43:35,0,1/12/2020 15:45,1/12/2020 15:45
114,546,wheels,  3:58:28,10,1/12/2020 15:58,1/12/2020 16:00
114,2226,birdla,  3:58:33,28,1/12/2020 15:59,1/12/2020 16:00
114,537,birdsm,  3:58:33,-3,1/12/2020 16:00,1/12/2020 16:00
114,5132,lime,  3:58:31,7,1/12/2020 16:00,1/12/2020 16:00
114,297,spin,  3:58:34,0,1/12/2020 16:00,1/12/2020 16:00
115,555,wheels,  4:13:26,9,1/12/2020 16:13,1/12/2020 16:15
115,2218,birdla,  4:13:32,-8,1/12/2020 16:15,1/12/2020 16:15
115,542,birdsm,  4:13:32,5,1/12/2020 16:15,1/12/2020 16:15
115,5127,lime,  4:13:29,-5,1/12/2020 16:15,1/12/2020 16:15
115,297,spin,  4:13:32,0,1/12/2020 16:15,1/12/2020 16:15
116,561,wheels,  4:28:25,6,1/12/2020 16:28,1/12/2020 16:30
116,2218,birdla,  4:28:31,0,1/12/2020 16:29,1/12/2020 16:30
116,547,birdsm,  4:28:31,5,1/12/2020 16:30,1/12/2020 16:30
116,5121,lime,  4:28:28,-6,1/12/2020 16:30,1/12/2020 16:30
116,297,spin,  4:28:31,0,1/12/2020 16:30,1/12/2020 16:30
117,568,wheels,  4:43:25,7,1/12/2020 16:43,1/12/2020 16:45
117,2212,birdla,  4:43:32,-6,1/12/2020 16:44,1/12/2020 16:45
117,555,birdsm,  4:43:32,8,1/12/2020 16:45,1/12/2020 16:45
117,5122,lime,  4:43:30,1,1/12/2020 16:45,1/12/2020 16:45
117,297,spin,  4:43:32,0,1/12/2020 16:45,1/12/2020 16:45
118,570,wheels,  4:58:25,2,1/12/2020 16:58,1/12/2020 17:00
118,2229,birdla,  4:58:32,17,1/12/2020 16:59,1/12/2020 17:00
118,559,birdsm,  4:58:32,4,1/12/2020 17:00,1/12/2020 17:00
118,5123,lime,  4:58:28,1,1/12/2020 17:00,1/12/2020 17:00
118,298,spin,  4:58:33,1,1/12/2020 17:00,1/12/2020 17:00
119,570,wheels,  5:13:25,0,1/12/2020 17:13,1/12/2020 17:15
119,2226,birdla,  5:13:31,-3,1/12/2020 17:15,1/12/2020 17:15
119,552,birdsm,  5:13:31,-7,1/12/2020 17:15,1/12/2020 17:15
119,5131,lime,  5:13:28,8,1/12/2020 17:15,1/12/2020 17:15
119,295,spin,  5:13:32,-3,1/12/2020 17:15,1/12/2020 17:15
120,576,wheels,  5:28:24,6,1/12/2020 17:28,1/12/2020 17:30
120,2234,birdla,  5:28:30,8,1/12/2020 17:29,1/12/2020 17:30
120,555,birdsm,  5:28:31,3,1/12/2020 17:30,1/12/2020 17:30
120,5126,lime,  5:28:27,-5,1/12/2020 17:30,1/12/2020 17:30
120,298,spin,  5:28:32,3,1/12/2020 17:30,1/12/2020 17:30
121,581,wheels,  5:43:28,5,1/12/2020 17:43,1/12/2020 17:45
121,2210,birdla,  5:43:33,-24,1/12/2020 17:44,1/12/2020 17:45
121,552,birdsm,  5:43:34,-3,1/12/2020 17:45,1/12/2020 17:45
121,5124,lime,  5:43:31,-2,1/12/2020 17:45,1/12/2020 17:45
121,298,spin,  5:43:34,0,1/12/2020 17:45,1/12/2020 17:45
122,579,wheels,  5:58:27,-2,1/12/2020 17:58,1/12/2020 18:00
122,2211,birdla,  5:58:33,1,1/12/2020 17:59,1/12/2020 18:00
122,552,birdsm,  5:58:33,0,1/12/2020 18:00,1/12/2020 18:00
122,5128,lime,  5:58:30,4,1/12/2020 18:00,1/12/2020 18:00
122,298,spin,  5:58:33,0,1/12/2020 18:00,1/12/2020 18:00
123,580,wheels,  6:13:26,1,1/12/2020 18:13,1/12/2020 18:15
123,2175,birdla,  6:13:32,-36,1/12/2020 18:15,1/12/2020 18:15
123,559,birdsm,  6:13:32,7,1/12/2020 18:15,1/12/2020 18:15
123,5129,lime,  6:13:29,1,1/12/2020 18:15,1/12/2020 18:15
123,298,spin,  6:13:33,0,1/12/2020 18:15,1/12/2020 18:15
124,581,wheels,  6:28:25,1,1/12/2020 18:28,1/12/2020 18:30
124,2175,birdla,  6:28:31,0,1/12/2020 18:29,1/12/2020 18:30
124,567,birdsm,  6:28:31,8,1/12/2020 18:30,1/12/2020 18:30
124,5132,lime,  6:28:28,3,1/12/2020 18:30,1/12/2020 18:30
124,297,spin,  6:28:31,-1,1/12/2020 18:30,1/12/2020 18:30
125,573,wheels,  6:43:24,-8,1/12/2020 18:43,1/12/2020 18:45
125,2167,birdla,  6:43:29,-8,1/12/2020 18:44,1/12/2020 18:45
125,567,birdsm,  6:43:30,0,1/12/2020 18:45,1/12/2020 18:45
125,5132,lime,  6:43:27,0,1/12/2020 18:45,1/12/2020 18:45
125,297,spin,  6:43:30,0,1/12/2020 18:45,1/12/2020 18:45
126,577,wheels,  6:58:23,4,1/12/2020 18:58,1/12/2020 19:00
126,2175,birdla,  6:58:29,8,1/12/2020 18:59,1/12/2020 19:00
126,582,birdsm,  6:58:29,15,1/12/2020 19:00,1/12/2020 19:00
126,5127,lime,  6:58:27,-5,1/12/2020 19:00,1/12/2020 19:00
126,297,spin,  6:58:30,0,1/12/2020 19:00,1/12/2020 19:00
127,575,wheels,  7:13:23,-2,1/12/2020 19:13,1/12/2020 19:15
127,2146,birdla,  7:13:29,-29,1/12/2020 19:15,1/12/2020 19:15
127,583,birdsm,  7:13:29,1,1/12/2020 19:15,1/12/2020 19:15
127,5124,lime,  7:13:26,-3,1/12/2020 19:15,1/12/2020 19:15
127,297,spin,  7:13:30,0,1/12/2020 19:15,1/12/2020 19:15
128,567,wheels,  7:28:24,-8,1/12/2020 19:28,1/12/2020 19:30
128,2151,birdla,  7:28:29,5,1/12/2020 19:29,1/12/2020 19:30
128,581,birdsm,  7:28:30,-2,1/12/2020 19:30,1/12/2020 19:30
128,5118,lime,  7:28:27,-6,1/12/2020 19:30,1/12/2020 19:30
128,294,spin,  7:28:30,-3,1/12/2020 19:30,1/12/2020 19:30
129,570,wheels,  7:43:24,3,1/12/2020 19:43,1/12/2020 19:45
129,2127,birdla,  7:43:30,-24,1/12/2020 19:44,1/12/2020 19:45
129,587,birdsm,  7:43:31,6,1/12/2020 19:45,1/12/2020 19:45
129,5111,lime,  7:43:28,-7,1/12/2020 19:45,1/12/2020 19:45
129,290,spin,  7:43:31,-4,1/12/2020 19:45,1/12/2020 19:45
130,580,wheels,  7:58:24,10,1/12/2020 19:58,1/12/2020 20:00
130,2119,birdla,  7:58:29,-8,1/12/2020 19:59,1/12/2020 20:00
130,579,birdsm,  7:58:30,-8,1/12/2020 20:00,1/12/2020 20:00
130,5112,lime,  7:58:27,1,1/12/2020 20:00,1/12/2020 20:00
130,289,spin,  7:58:30,-1,1/12/2020 20:00,1/12/2020 20:00
131,588,wheels,  8:13:23,8,1/12/2020 20:13,1/12/2020 20:15
131,2104,birdla,  8:13:29,-15,1/12/2020 20:15,1/12/2020 20:15
131,578,birdsm,  8:13:29,-1,1/12/2020 20:15,1/12/2020 20:15
131,5118,lime,  8:13:26,6,1/12/2020 20:15,1/12/2020 20:15
131,286,spin,  8:13:30,-3,1/12/2020 20:15,1/12/2020 20:15
132,577,wheels,  8:28:22,-11,1/12/2020 20:28,1/12/2020 20:30
132,2097,birdla,  8:28:28,-7,1/12/2020 20:29,1/12/2020 20:30
132,5110,lime,  8:28:26,-8,1/12/2020 20:29,1/12/2020 20:30
132,573,birdsm,  8:28:28,-5,1/12/2020 20:30,1/12/2020 20:30
132,292,spin,  8:28:28,6,1/12/2020 20:30,1/12/2020 20:30
133,2106,birdla,  8:45:07,9,1/12/2020 20:44,1/12/2020 20:45
133,5114,lime,  8:45:05,4,1/12/2020 20:44,1/12/2020 20:45
133,573,birdsm,  8:45:07,0,1/12/2020 20:45,1/12/2020 20:45
133,295,spin,  8:45:07,3,1/12/2020 20:45,1/12/2020 20:45
133,580,wheels,  8:45:02,3,1/12/2020 20:45,1/12/2020 20:45
134,2101,birdla,  9:00:08,-5,1/12/2020 20:59,1/12/2020 21:00
134,5103,lime,  9:00:05,-11,1/12/2020 20:59,1/12/2020 21:00
134,561,birdsm,  9:00:08,-12,1/12/2020 21:00,1/12/2020 21:00
